index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
696651,128,5,9,586,1,1,0,0,6134.6216
146575,178,6,12,783,1,0,0,0,7572.0845
450947,349,7,4,0,0,0,0,0,5.9686875
60261,503,2,4,277,1,0,0,0,3156.889
241058,1115,5,8,380,1,0,0,1,4599.753
512702,157,1,5,967,1,0,0,0,7997.433
353360,351,6,2,471,1,0,0,0,5224.9688
31142,580,2,6,1452,1,0,0,0,8946.972
626573,183,7,8,0,0,0,0,0,12.426912
463381,1032,6,11,515,1,0,0,0,4899.3604
439954,526,5,5,1312,1,0,0,0,9429.55
418177,294,4,5,639,1,0,0,0,5159.6753
257957,1088,6,3,310,1,0,0,0,2824.5464
213490,192,4,5,539,1,1,0,0,6632.144
513314,90,2,2,1035,1,0,0,0,7588.756
162349,562,4,3,2901,1,0,0,0,16363.694
385167,839,1,3,962,1,1,0,1,10168.129
189264,836,3,8,641,1,0,0,1,5030.6196
57038,456,1,1,798,1,0,0,0,5211.891
658504,450,1,7,1074,1,1,0,0,11774.149
431793,409,2,6,440,1,0,0,0,4371.597
207581,97,4,10,680,1,0,0,0,6146.645
446594,498,3,5,968,1,0,0,0,7579.662
517329,1010,1,4,538,1,0,0,0,5034.2246
140801,102,2,7,1045,1,1,0,1,9057.165
258094,779,5,2,755,1,0,0,0,5986.054
294698,131,3,4,561,1,1,0,1,6046.042
211499,184,3,3,643,1,1,0,0,6605.297
62519,655,7,12,0,0,0,0,0,2.4692464
335473,374,4,7,683,1,0,0,1,6967.895
92918,1075,6,5,1145,1,0,0,0,12506.598
187735,911,6,4,722,1,0,0,0,7007.3545
706909,1078,5,10,0,0,1,1,0,3.6106815
560977,416,6,10,1390,1,0,0,0,10435.816
49889,581,3,11,678,1,1,0,0,6815.1045
527181,168,2,1,1137,1,1,0,0,11366.083
122764,434,4,5,818,1,1,0,0,8691.743
483878,216,4,3,1232,1,1,0,1,11323.34
665321,391,3,1,634,1,0,0,0,4969.75
580923,520,4,1,358,1,0,0,0,3536.367
576161,1066,2,12,1306,1,1,0,0,13490.89
279031,320,2,12,2836,1,1,0,0,24630.951
537432,743,2,7,478,1,1,0,1,4899.1226
353241,120,5,7,618,1,0,0,0,5908.3306
334189,640,5,3,804,1,0,0,0,9505.589
154272,341,3,12,587,1,0,0,1,5124.214
429136,458,3,4,802,1,1,0,1,8574.883
149276,1039,6,3,1273,1,0,0,0,10482.007
526003,330,6,7,500,1,0,0,0,4251.0425
689114,153,1,1,563,1,1,0,0,6963.301
289541,978,3,6,1120,1,1,0,0,9399.061
73485,488,4,7,346,1,1,0,1,3402.8374
476671,271,4,1,982,1,1,0,0,7926.788
330897,704,4,11,961,1,0,0,0,7961.6465
16411,1002,5,3,717,1,1,0,0,6274.069
229127,265,6,5,302,1,0,0,0,2791.4517
343902,862,5,10,1057,1,0,0,1,8187.136
394899,964,7,10,0,0,0,0,0,-8.624444
464468,518,5,7,590,1,1,0,0,6695.255
44337,123,4,6,957,1,1,0,0,8157.369
240386,872,1,8,722,1,0,0,1,6765.9185
382942,83,4,5,327,1,0,0,0,3286.8413
181644,962,3,1,0,0,0,0,0,4.9997463
105837,25,5,1,1536,1,1,0,0,10982.967
683031,1045,7,4,491,1,0,0,0,3837.5134
707331,29,4,1,453,1,0,0,0,4320.2983
645625,311,3,1,721,1,0,0,0,5974.5103
426848,741,6,4,914,1,0,0,0,8244.51
260645,441,4,1,552,1,1,0,0,5668.565
438545,519,1,6,710,1,1,0,0,9468.387
686992,693,3,3,524,1,1,0,0,6726.7876
199964,948,5,4,1880,1,1,0,0,7378.3237
667702,715,7,10,0,0,0,0,0,2.775564
344680,492,3,4,1389,1,1,0,1,11191.749
240254,373,5,3,292,1,1,0,0,4161.0747
252623,868,5,7,576,1,0,0,0,7826.57
16332,630,5,5,0,0,1,1,0,-1.4661757
478804,627,6,6,787,1,0,0,0,8072.4556
606306,416,3,6,1365,1,1,0,0,11251.129
578038,235,4,6,483,1,0,0,0,4981.3594
673138,387,5,8,1171,1,1,0,1,10107.316
313030,697,3,5,1021,1,1,0,0,9734.461
2594,164,1,11,625,1,0,0,0,4807.2603
405486,94,2,11,673,1,1,0,0,7527.1396
195614,561,3,2,573,1,0,0,0,4683.523
423972,7,4,1,894,1,1,0,0,7852.818
213908,850,4,9,560,1,0,0,0,4432.1562
267943,79,3,8,528,1,1,0,1,6521.872
466338,893,7,7,0,0,0,0,0,0.05044747
475390,588,5,2,707,1,1,0,0,6752.637
3007,422,1,3,458,1,0,0,0,3918.5493
240219,513,3,4,2170,1,1,0,0,19759.756
79044,290,1,4,686,1,0,0,0,5451.0894
489915,713,4,6,1038,1,0,0,0,8118.7705
114467,673,4,1,484,1,1,0,0,5445.8193
327547,853,5,11,892,1,0,0,0,7171.6157
334430,426,6,1,517,1,0,0,0,5318.8926
595108,1083,1,4,346,1,1,0,0,5226.371
294541,65,2,1,399,1,0,0,0,3758.7285
447347,837,5,3,613,1,1,0,0,5307.082
606095,197,2,10,684,1,0,0,0,4842.562
542589,552,6,1,408,1,0,0,0,3871.423
653634,671,4,2,514,1,0,0,0,4964.415
322742,70,6,7,506,1,0,0,1,4625.9277
695382,496,7,11,0,0,0,0,0,2.132122
80377,1101,5,4,864,1,0,0,1,7806.117
329314,960,5,5,0,0,1,1,0,-13.921983
94979,262,5,10,5494,1,1,1,0,23381.3
230212,1051,5,11,906,1,0,0,0,6634.2085
403860,516,2,3,1032,1,1,0,0,9413.911
339932,534,6,8,514,1,0,0,0,4622.4307
271729,505,2,7,673,1,1,0,0,7118.7754
106563,545,1,12,1341,1,1,0,0,14011.981
437962,217,4,5,575,1,0,0,0,4337.0703
222250,1040,7,8,0,0,0,0,0,0.61963934
279937,277,2,4,577,1,1,0,1,6632.3545
336281,850,3,10,633,1,1,0,0,5684.123
407108,801,5,12,374,1,1,0,0,4219.697
434166,856,4,12,0,0,0,1,1,-5.1809626
494835,792,1,1,647,1,0,0,0,5365.5283
50564,17,4,1,0,0,0,0,1,0.7389374
237470,988,6,3,772,1,0,0,0,5974.589
531251,530,2,5,923,1,1,0,0,8263.827
543959,151,2,1,540,1,0,0,0,4680.8774
98507,1078,6,6,372,1,0,0,0,3105.0586
21303,394,2,5,748,1,1,0,0,8526.198
226256,855,2,10,604,1,0,0,0,4822.103
500035,788,1,8,1962,1,0,0,0,17900.025
296992,690,7,10,0,0,0,0,0,-1.0275699
279161,592,1,6,670,1,1,0,1,7475.5396
247484,528,7,9,0,0,0,0,0,0.03700172
157981,379,1,2,424,1,0,0,0,3294.035
548338,309,1,9,758,1,1,0,0,9391.382
493074,424,6,7,714,1,0,0,0,6301.383
73376,8,1,5,680,1,0,0,0,5590.763
457882,741,5,8,898,1,1,0,1,8055.439
375225,170,7,8,0,0,0,0,0,2.481386
142343,601,1,5,345,1,0,0,0,3940.4941
85791,379,2,5,533,1,0,0,1,5637.2173
605819,332,1,12,856,1,1,0,0,11175.343
33758,434,6,11,1001,1,0,0,0,8648.815
416747,395,2,10,490,1,0,0,0,4107.098
54107,627,2,1,393,1,0,0,0,3603.9204
53101,316,2,5,968,1,1,0,0,9855.106
520463,946,6,8,327,1,0,0,0,2905.2944
323589,904,7,5,0,0,0,0,0,23.876278
538357,872,5,5,1053,1,1,0,0,8904.501
107186,685,4,12,813,1,1,0,0,10119.985
626860,897,4,4,278,1,0,0,0,2520.93
349555,938,1,1,896,1,0,0,0,7619.291
241416,626,1,2,1062,1,1,0,0,11611.868
704070,1011,7,6,0,0,0,0,0,-1.1544086
468041,553,1,4,0,0,0,1,1,-12.924564
559555,431,2,12,1086,1,1,0,0,11149.146
473371,139,4,5,0,0,0,1,0,1.2265265
555611,211,6,1,1108,1,0,0,0,9462.549
489841,213,3,8,609,1,1,0,1,7269.1997
362441,657,6,5,673,1,0,0,0,6113.3325
467165,130,3,3,626,1,1,0,0,6335.8154
284775,1063,6,11,437,1,0,0,0,3576.3833
571944,291,1,2,788,1,0,0,0,5923.708
58190,693,2,8,593,1,1,0,1,7796.142
25064,781,1,5,1091,1,1,0,0,10213.731
694268,113,1,5,585,1,0,0,0,5136.387
355989,1077,3,11,426,1,0,0,0,4632.859
387438,917,1,3,698,1,0,0,0,5378.72
647218,939,4,7,595,1,1,0,0,6951.877
363820,1101,2,3,987,1,1,0,0,10714.853
65754,723,5,9,614,1,1,0,0,7048.567
451392,58,7,4,0,0,0,0,0,-5.641419
164310,461,3,4,528,1,0,0,1,5000.107
680113,101,1,10,855,1,1,0,1,9095.255
104105,558,1,4,455,1,1,0,0,4403.246
648162,499,1,7,769,1,1,0,0,7633.522
554743,975,6,2,553,1,0,0,0,5219.9946
459306,892,3,1,763,1,1,0,0,7496.8145
665654,265,4,11,532,1,1,0,0,5049.345
97936,697,4,5,839,1,0,0,0,7337.269
259349,499,7,12,0,0,0,0,0,2.132122
167923,827,4,5,0,0,0,1,0,-2.6174583
427528,318,2,10,638,1,1,0,1,7186.5415
107101,102,6,5,1054,1,0,0,0,7299.356
548275,848,5,7,652,1,0,0,0,5255.122
278319,818,7,1,0,0,0,0,0,1.3594685
511822,1107,5,3,573,1,0,0,0,4987.088
503857,488,7,10,0,0,0,0,0,36.78152
631271,1043,2,2,1427,1,1,0,1,10810.528
562540,756,7,6,0,0,0,0,0,3.8251817
30148,149,5,11,0,0,0,1,0,-0.5675163
529287,655,5,6,513,1,0,0,0,5127.021
673194,897,5,8,378,1,0,0,1,3807.9746
129542,288,2,2,338,1,0,0,0,3580.7568
293613,1006,5,4,740,1,1,0,0,5901.6025
332684,1014,5,10,1745,1,1,0,1,14382.954
361375,622,4,2,450,1,1,0,0,4515.8267
289139,46,1,12,937,1,0,0,1,10323.13
28954,960,5,6,807,1,1,0,0,7858.8525
672649,94,4,5,0,0,0,1,0,-5.595896
553172,746,3,5,365,1,0,0,0,3916.9583
569855,160,7,2,0,0,0,0,0,2.9706676
595806,824,6,1,434,1,0,0,0,4095.5537
8031,466,7,5,0,0,0,0,0,6.389923
329540,834,1,5,857,1,1,0,0,8279.717
192518,110,3,2,592,1,0,0,0,5151.6523
271631,895,5,5,1038,1,0,0,0,7472.372
629403,79,3,2,458,1,0,0,0,4996.788
183172,470,3,7,1411,1,0,0,1,10009.215
620329,185,5,5,576,1,0,0,0,5989.93
220365,105,3,11,716,1,1,0,0,6790.8804
581574,934,2,12,518,1,0,0,1,4053.2236
232062,210,5,1,357,1,1,0,0,3448.3757
662491,587,4,4,646,1,1,0,0,7039.8735
679224,271,1,7,1059,1,1,0,1,10741.257
325282,895,6,1,721,1,0,0,0,5736.135
54189,309,1,1,786,1,1,0,1,10808.463
366685,120,3,4,550,1,0,0,0,5040.067
365990,987,1,7,954,1,0,0,0,7054.5576
327635,574,2,2,710,1,1,0,0,9987.012
476053,876,6,11,330,1,0,0,0,3116.4973
578494,977,3,4,718,1,1,0,0,7370.224
693384,990,1,8,537,1,0,0,1,5016.5054
531836,872,5,2,1043,1,1,0,0,9516.763
696199,945,4,6,589,1,1,0,0,5094.769
698785,777,4,8,282,1,0,0,1,2870.2395
314900,563,6,1,703,1,0,0,0,5142.954
531933,175,2,1,737,1,1,0,1,7014.7217
338882,606,5,5,596,1,0,0,0,5715.073
246360,676,7,10,1779,1,0,0,0,9788.07
459670,884,4,6,432,1,0,0,0,4306.475
129709,423,4,9,1725,1,0,0,0,8691.562
16267,921,6,11,518,1,0,0,0,5054.9053
406868,970,6,9,133,1,0,0,0,1181.5953
460563,128,2,6,509,1,1,0,0,5892.4375
224552,201,3,1,304,1,0,0,0,2797.23
231977,386,3,9,426,1,0,0,0,4350.8833
39827,727,6,7,298,1,0,0,1,3052.9727
76246,392,6,1,459,1,0,0,0,4256.742
465167,715,4,10,716,1,1,0,0,7193.1064
162234,331,5,9,738,1,1,0,1,6494.0723
575095,262,2,7,3418,1,1,0,1,20143.736
247509,659,5,10,676,1,1,0,0,6615.025
340425,84,3,3,1402,1,0,0,0,12117.452
112036,413,7,2,0,0,0,0,0,2.3151462
605514,1007,3,1,582,1,0,0,0,3891.7866
291873,992,1,5,663,1,0,0,0,5233.595
21406,909,6,9,754,1,0,0,0,5811.646
489496,57,3,3,1212,1,1,0,0,13653.548
456221,814,5,9,702,1,0,0,0,6139.609
336,37,2,7,581,1,0,0,1,4784.6807
508200,458,6,4,889,1,0,0,0,9064.297
10463,898,7,12,0,0,0,0,0,0.51570517
592387,353,7,3,1641,1,0,0,0,7751.681
572018,467,4,12,1873,1,1,0,0,16719.572
653278,390,7,2,0,0,0,0,0,2.3440092
208008,294,5,4,0,0,1,1,1,4.091015
681446,239,3,5,433,1,1,0,0,4960.1636
70453,861,3,3,481,1,0,0,0,3400.8545
703254,748,6,1,458,1,0,0,0,4766.2544
475418,405,4,11,521,1,1,0,0,5518.1562
124922,222,6,12,421,1,0,0,0,4094.1082
216518,45,3,12,0,0,0,1,1,-32.826214
581578,252,5,9,701,1,0,0,0,7393.2197
521367,1110,2,12,792,1,1,0,0,8476.078
125770,861,6,5,529,1,0,0,0,4166.8887
98883,320,4,2,2123,1,1,0,0,15380.63
497063,682,3,8,2023,1,1,0,0,13289.45
486685,359,3,9,605,1,1,0,0,6394.618
272526,594,4,4,457,1,0,0,0,4001.5164
142551,959,7,6,0,0,0,0,0,-5.6887884
399366,1009,6,3,307,1,0,0,0,3085.0542
190432,355,7,2,0,0,0,0,0,12.082055
181735,676,5,4,1543,1,0,0,0,6589.882
163376,236,4,7,867,1,0,0,1,8169.7026
490994,77,5,8,596,1,0,0,0,5319.171
293623,813,4,11,692,1,0,0,0,5697.203
338728,867,2,6,465,1,1,0,0,6621.119
613193,357,3,4,819,1,0,0,1,6072.6606
294585,755,3,2,744,1,0,0,0,6754.746
507920,605,4,10,464,1,0,1,0,4349.7983
142748,404,4,9,551,1,0,0,0,4276.857
701836,360,6,10,528,1,0,0,0,4741.367
384530,1005,3,4,1168,1,1,0,0,10033.432
272901,395,3,11,473,1,0,0,0,4310.4053
516725,965,2,1,973,1,1,0,1,8977.261
35214,950,3,11,497,1,0,0,0,4788.4136
550150,622,4,5,434,1,1,0,0,4431.58
602690,869,1,12,1406,1,0,0,1,13454.759
558485,55,5,2,529,1,0,0,1,4891.136
269668,695,4,5,0,0,1,1,0,59.459503
609496,767,3,12,705,1,1,0,0,7919.2236
573805,1038,7,12,0,0,0,0,0,0.49351698
216734,804,1,3,585,1,1,0,1,7372.7417
511215,485,7,3,0,0,0,0,0,0.6168525
339265,21,2,6,377,1,0,0,0,3502.061
176132,41,4,3,422,1,1,0,0,5689.992
226983,125,7,9,0,0,0,0,0,-3.76095
189851,299,7,7,736,1,0,0,0,6501.9194
489797,20,6,8,550,1,0,0,0,5269.927
467832,1087,5,6,652,1,0,0,0,5804.8696
66094,83,7,3,0,0,0,0,0,3.888739
471747,65,5,10,442,1,1,0,1,4754.236
26293,530,6,5,952,1,0,0,0,9132.557
567993,365,1,3,500,1,0,0,0,3997.4954
435807,120,4,12,745,1,1,0,0,8309.997
58308,759,3,1,738,1,1,0,0,6028.143
547930,612,3,6,367,1,0,0,0,4330.88
445729,698,6,8,1774,1,0,0,0,14243.611
262278,78,6,2,389,1,0,0,0,2826.0906
685849,1020,4,2,1207,1,1,0,0,10052.695
5435,691,5,10,550,1,0,0,1,5761.7725
400072,1090,5,7,794,1,1,0,0,7771.272
9886,1086,3,3,558,1,0,0,0,5062.069
595431,442,1,12,440,1,0,0,0,4398.947
471645,180,5,8,734,1,1,0,1,7042.5557
503867,799,7,9,0,0,0,0,0,3.4594307
468014,1054,7,11,0,0,0,0,0,2.3483188
408722,1043,1,2,1530,1,1,0,1,14540.337
202997,603,4,2,1001,1,0,0,0,6512.319
397916,119,3,3,688,1,1,0,0,6993.7188
239390,973,3,4,912,1,1,0,0,8045.6997
435581,863,6,7,701,1,0,0,0,6375.397
369900,554,5,4,449,1,1,0,0,4631.503
676069,78,6,7,301,1,0,0,0,2141.382
188600,388,5,4,1213,1,1,0,0,11686.652
124670,137,3,7,993,1,1,0,0,8571.426
552876,505,7,3,0,0,0,0,0,2.682725
35551,338,6,9,507,1,0,0,0,5401.1187
309129,311,6,11,706,1,0,0,0,7162.344
201798,30,2,8,898,1,1,0,1,8748.597
518190,659,6,10,429,1,0,0,1,3684.769
611656,71,2,1,780,1,1,0,0,9386.593
405815,404,4,7,600,1,0,0,0,5208.429
33221,549,3,10,563,1,1,0,1,5684.2354
493855,133,5,11,672,1,0,0,0,6258.428
354796,207,4,11,1171,1,0,0,0,9033.155
39447,259,5,4,2624,1,1,0,0,14651.455
87792,680,3,4,931,1,1,0,1,9457.797
138154,642,5,12,432,1,0,0,0,3568.2913
28948,229,4,5,788,1,1,0,0,8663.699
76890,1027,2,9,1477,1,0,0,1,10455.374
18027,648,5,7,689,1,1,0,1,6631.2676
58189,989,7,5,0,0,0,0,0,-11.134767
676063,549,1,5,678,1,1,0,0,7406.3716
164149,773,7,7,0,0,0,0,0,-2.9481688
11248,377,6,9,717,1,0,0,0,5969.54
508364,504,5,5,1149,1,0,0,0,8421.121
126887,545,2,2,906,1,0,0,0,7899.0566
414905,156,4,5,890,1,1,0,0,8954.712
609536,556,2,12,916,1,0,0,1,8944.932
372289,701,1,3,582,1,0,0,0,4911.579
287654,630,5,1,812,1,1,0,0,7544.138
423919,960,6,2,563,1,0,0,0,6043.7124
154047,411,7,1,0,0,0,0,0,1.7820286
431260,953,5,12,563,1,0,0,0,5954.782
567654,812,1,6,845,1,0,0,0,6175.8604
177963,427,7,8,0,0,0,0,0,-1.0428562
184729,7,4,4,806,1,0,0,0,6297.7627
153074,617,5,2,633,1,1,0,0,6966.3813
473973,82,1,9,1123,1,1,0,0,12518.764
526418,1010,1,9,646,1,0,0,0,5728.4375
220078,208,5,2,487,1,1,0,1,4237.78
287015,681,6,6,362,1,0,0,0,2996.8064
592882,315,7,2,0,0,0,0,0,7.5374303
496689,69,3,1,1297,1,0,0,1,8479.9375
393242,267,3,7,1094,1,1,0,1,9626.718
270457,270,2,2,1300,1,1,0,1,10546.834
353603,235,2,6,570,1,1,0,0,7393.0625
415399,526,5,7,1225,1,0,0,1,8170.2056
278404,431,1,12,1876,1,0,0,1,14141.104
699032,873,3,8,436,1,0,0,1,3963.3699
418097,24,4,7,776,1,0,0,0,8188.929
121557,8,5,2,661,1,0,0,0,5637.272
225196,822,4,5,582,1,1,0,0,6974.2134
498188,364,1,5,702,1,1,0,0,7216.6035
251856,487,4,6,644,1,1,0,0,5968.123
421870,1079,3,12,0,0,0,1,1,1.3548409
337661,452,5,7,554,1,0,0,1,5258.25
580437,1058,1,1,940,1,1,0,0,10249.273
122340,974,5,7,1623,1,1,0,0,12437.731
270007,75,4,5,0,0,1,1,1,-28.933748
219858,681,1,5,0,0,0,1,0,-16.878925
688537,566,6,3,606,1,0,0,0,4877.6274
214253,866,2,7,437,1,0,0,0,5271.001
186632,1045,5,6,935,1,0,0,0,7177.2905
560262,541,5,6,731,1,0,0,0,5913.0503
697549,7,4,12,844,1,1,0,0,7483.887
452444,1005,4,12,1048,1,0,0,0,8040.306
711818,378,1,11,963,1,0,0,0,7343.5503
604614,709,6,4,884,1,0,0,0,7979.9272
31208,200,1,8,1107,1,1,0,1,9732.196
203924,984,4,4,873,1,1,0,0,7477.5938
668350,6,6,8,401,1,0,0,0,3458.7356
470749,369,6,5,686,1,0,0,0,7672.875
460216,521,4,1,447,1,1,0,0,5250.236
26033,1064,6,6,891,1,0,0,0,8239.477
170649,705,6,5,574,1,0,0,0,5239.8833
95658,60,3,2,811,1,1,0,1,8535.142
94840,485,1,5,464,1,1,0,0,5624.648
597987,778,2,4,973,1,1,0,0,9062.115
41632,542,5,6,512,1,0,0,0,5497.5757
562690,213,2,4,537,1,0,0,0,6193.177
611464,223,4,11,668,1,0,0,0,5477.585
50263,339,7,2,0,0,0,0,0,7.0672755
269953,871,7,10,0,0,0,0,0,1.6773146
449877,922,3,1,669,1,0,0,1,5525.733
490421,300,3,1,604,1,0,0,0,5486.0894
322731,1054,5,11,610,1,0,0,0,5773.8647
304289,184,4,3,588,1,1,0,0,5833.0723
379302,126,3,4,491,1,0,0,0,4328.7847
392818,888,2,7,608,1,0,0,1,5766.3926
435237,269,3,3,1536,1,1,0,1,12879.769
301602,304,1,6,1270,1,1,0,0,9972.887
535945,318,6,3,510,1,0,0,0,5198.464
528990,1006,1,9,1091,1,1,0,0,9953.821
12202,635,4,5,707,1,1,0,0,7026.372
609859,201,7,9,0,0,0,0,0,9.138309
419748,118,3,6,688,1,1,0,0,7213.1724
173579,1074,5,1,625,1,1,0,0,5903.358
457239,37,2,12,814,1,0,0,1,7383.922
537674,68,7,11,0,0,0,0,0,2.9985952
699496,308,3,6,1011,1,1,0,0,10072.033
159188,354,1,8,551,1,0,0,1,5921.3105
687540,129,2,5,1173,1,1,0,0,10107.416
97903,74,2,4,994,1,1,0,0,8780.774
270709,274,7,4,1469,1,0,0,0,6847.7886
674754,606,7,2,0,0,0,0,0,-2.464489
220,479,2,5,1230,1,0,0,0,9559.401
616221,147,4,11,799,1,0,0,0,7617.2036
282871,232,3,2,233,1,1,0,0,2714.3337
341461,694,2,5,765,1,1,0,1,8916.409
143840,666,6,6,843,1,0,0,0,6906.9355
667416,636,6,6,638,1,0,0,0,6175.7427
593671,1007,3,7,871,1,1,0,0,7663.925
676191,579,1,11,1134,1,1,0,0,9485.161
551874,200,7,5,0,0,0,0,0,9.16577
196630,568,4,1,381,1,0,0,0,3947.9995
368364,57,6,5,907,1,0,0,0,9632.702
85909,877,7,11,0,0,0,0,0,4.020946
266810,481,7,2,0,0,0,0,0,1.2045499
635346,600,6,4,626,1,0,0,0,5777.7646
420005,643,1,9,1187,1,1,0,0,10865.382
548634,450,1,2,984,1,1,0,0,10851.38
98724,320,3,10,1733,1,0,0,1,11634.04
183638,252,1,11,914,1,1,0,0,9950.523
164411,94,6,7,493,1,0,0,0,4959.086
89077,685,2,6,786,1,1,0,1,10203.589
515664,301,7,1,0,0,0,0,0,-1.933837
297721,358,5,6,972,1,0,0,0,7980.333
283594,840,2,5,1100,1,0,0,1,9285.118
589244,12,1,12,1333,1,1,0,0,14380.043
265939,1030,5,2,403,1,0,0,1,4353.9316
394815,585,2,6,1075,1,1,0,0,8777.771
140348,644,2,6,868,1,0,0,0,6715.305
91756,495,6,12,380,1,0,0,0,4315.3647
348924,503,4,11,541,1,1,0,0,7048.3403
473140,844,3,4,542,1,1,0,0,4916.101
434801,863,2,10,1084,1,1,0,0,9007.331
578991,274,6,9,721,1,0,0,0,5580.7183
677181,331,5,4,910,1,1,0,0,7541.3794
552168,687,5,2,754,1,0,0,0,6819.669
1839,486,3,5,483,1,0,0,0,4135.0386
382186,54,2,3,654,1,1,0,0,6898.1934
510773,880,6,2,591,1,0,0,0,5325.1284
131367,303,2,7,823,1,1,0,1,8265.811
251305,225,7,6,0,0,0,0,0,10.121116
630116,936,3,12,517,1,0,0,1,4223.5977
228610,427,7,6,0,0,0,0,0,-0.32022452
175517,620,4,5,649,1,1,0,0,6736.937
627882,879,4,6,339,1,1,0,0,3899.559
321797,958,3,3,529,1,1,0,0,5322.4316
64856,345,2,5,509,1,0,0,0,5028.09
43696,972,6,11,174,1,0,0,0,1533.7452
578092,405,1,12,628,1,0,0,1,5474.851
155983,799,1,4,0,0,0,1,1,-5.5582085
441114,956,4,11,488,1,0,0,0,3636.8208
42879,282,1,5,0,0,0,1,0,11.430127
538136,74,2,4,1107,1,1,0,0,8396.963
392566,522,1,7,731,1,1,0,0,9500.02
454035,1029,2,5,917,1,0,0,0,6266.9116
423593,500,3,9,301,1,0,0,0,3378.843
710334,1021,1,10,1054,1,0,0,1,8454.551
48257,354,4,1,607,1,1,0,0,7050.1133
308745,234,6,6,1069,1,0,0,0,10388.431
667871,477,4,8,477,1,1,0,1,6424.5615
239873,69,7,7,0,0,0,0,0,4.4002995
575635,518,1,4,432,1,0,0,0,4072.0193
440211,821,6,1,643,1,0,0,0,5507.0767
163514,642,6,6,449,1,0,0,0,3778.7268
200588,367,4,2,453,1,0,0,0,4452.314
304168,435,5,7,385,1,1,0,1,3173.497
123709,665,5,7,1402,1,1,0,0,9128.235
705770,916,1,4,0,0,0,1,1,19.984327
471929,477,4,1,555,1,1,0,0,6799.3
452909,290,1,12,913,1,0,0,1,9516.412
46351,22,2,6,507,1,0,0,0,4293.6245
137554,1029,3,4,1036,1,1,0,0,8133.0127
272111,873,3,8,391,1,0,0,1,3925.6772
107673,875,4,9,437,1,1,0,0,4739.588
270038,232,7,4,0,0,0,0,0,15.084335
244578,465,1,3,464,1,0,0,0,4549.3184
667898,235,4,1,463,1,0,0,1,4915.124
448205,855,3,12,566,1,0,0,0,4654.088
368790,1057,6,11,734,1,0,0,0,7213.4087
50615,472,2,3,805,1,1,0,1,8446.477
206,1105,1,12,979,1,1,0,0,10574.583
82601,1106,2,4,597,1,0,0,1,4700.6157
15880,912,5,5,756,1,1,0,0,6444.1577
539920,861,1,6,410,1,0,0,0,4150.1914
139095,1013,1,1,482,1,0,0,0,4823.0757
480708,417,3,7,659,1,1,0,1,8072.647
606532,874,4,1,426,1,0,0,0,3785.9712
161446,481,5,7,499,1,1,0,0,5510.5024
333031,178,5,1,973,1,1,0,0,9280.446
573550,74,6,3,716,1,0,0,0,6021.987
595546,408,7,6,0,0,0,0,0,2.4493148
446661,65,3,2,524,1,1,0,1,5781.6978
463829,412,4,4,534,1,0,0,1,6444.5967
507266,1073,3,1,826,1,1,0,0,7344.391
291471,409,4,4,595,1,1,0,0,6889.317
582329,1014,2,4,1722,1,0,0,1,13464.5
256237,535,1,3,966,1,0,0,0,9497.924
149028,209,4,11,700,1,1,0,0,7289.816
484413,150,1,1,1098,1,1,0,1,12592.205
697569,310,2,7,690,1,0,0,0,7192.8296
91221,281,4,10,575,1,1,0,1,6219.89
477073,819,6,12,480,1,0,0,0,4924.457
106995,861,1,6,560,1,1,0,0,5531.623
119849,303,1,7,649,1,0,0,1,5866.205
109849,917,2,5,695,1,0,0,0,5416.554
365111,995,1,3,927,1,1,0,0,10569.606
482436,684,3,6,671,1,1,0,1,8230.338
481537,183,1,6,0,0,1,0,0,41.05878
633497,402,4,12,954,1,1,0,0,11081.777
628315,158,5,1,510,1,0,0,1,6233.4707
452770,416,7,6,0,0,0,0,0,1.8331472
534964,574,6,3,675,1,0,0,0,8636.939
686543,44,7,3,0,0,0,0,0,2.2408109
614278,107,4,2,906,1,1,0,0,8624.477
228880,1053,6,12,828,1,0,0,0,7698.2886
299077,21,2,7,375,1,0,0,0,3684.686
408909,1017,3,3,1160,1,1,0,0,9164.673
268119,925,3,3,1420,1,1,0,0,7394.2837
20042,7,7,6,0,0,0,0,0,1.2825398
381194,578,2,4,1001,1,0,0,1,7441.4766
248055,390,2,1,0,0,0,1,1,0.65024376
569328,935,6,7,340,1,0,0,0,3156.8918
618744,686,4,3,861,1,1,0,0,8358.954
323681,478,2,2,818,1,1,0,1,8346.926
395831,410,5,6,957,1,1,0,0,10073.514
224425,829,5,7,821,1,1,0,0,6899.1133
325643,242,1,12,506,1,1,0,0,6682.9653
265160,909,7,6,0,0,0,0,0,4.91441
698392,1087,3,2,525,1,0,0,0,4741.7056
592317,458,4,5,689,1,1,0,0,7302.1875
200499,813,4,3,628,1,0,0,0,4685.6562
297793,509,6,11,345,1,0,0,0,3731.7637
267242,619,6,1,236,1,0,0,0,2113.23
336623,902,5,5,618,1,1,0,0,6249.7188
666352,752,1,6,408,1,0,0,0,4169.903
577432,65,1,10,453,1,0,0,0,4149.6235
462584,595,7,5,0,0,0,0,0,1.4408982
390543,828,1,12,904,1,1,0,0,10443.331
388192,195,5,6,1091,1,0,0,0,8578.354
405260,450,6,4,1191,1,0,0,0,8804.782
